name	genre	type	episodes	rating
Aria The Animation	Fantasy, Sci-Fi, Shounen, Slice of Life	TV	13	7.79
Touhai Densetsu Akagi: Yami ni Maiorita Tensai	Game, Psychological, Seinen, Thriller	TV	26	8.02
Great Mazinger	Action, Mecha, Sci-Fi, Shounen	TV	56	7.34
Mobile Suit Gundam 00 Second Season	Action, Drama, Mecha, Military, Sci-Fi, Space	TV	25	8.21
Non Non Biyori	Comedy, School, Seinen, Slice of Life	TV	12	8.05
Tonari no Seki-kun Specials	Comedy, School, Seinen	Special	2	7.55
Maison Ikkoku: Kanketsu-hen	Comedy, Drama, Romance	Movie	1	7.49
Chihayafuru 2	Drama, Game, Josei, Slice of Life, Sports	TV	25	8.52
Pokemon	Action, Adventure, Comedy, Fantasy, Kids	TV	276	7.43
Majokko Shimai no Yoyo to Nene	Fantasy, Magic	Movie	1	7.65
High Speed!: Free! Starting Days	School, Slice of Life, Sports	Movie	1	8.15
Vandread	Action, Ecchi, Mecha, Sci-Fi, Shounen, Space	TV	13	7.33
Papa no Iukoto wo Kikinasai!: Pokkapoka	Comedy, Romance, Slice of Life	Special	1	7.28
Shakugan no Shana	Action, Drama, Fantasy, Romance, School, Supernatural	TV	24	7.74
Tanaka-kun wa Kyou mo Kedaruge	Comedy, School	Special	35	7.26
Nissan Serena x One Piece 3D: Mugiwara Chase - Sennyuu!! Sauzando Sanii-gou	Comedy, Fantasy, Shounen	Special	1	7.08
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite	Comedy	Special	1	7.26
Inou-Battle wa Nichijou-kei no Naka de	Comedy, Romance, School, Slice of Life, Supernatural	TV	12	7.34
Lupin III	Action, Adventure, Comedy, Shounen	TV	23	7.76
Lupin III: The Last Job	Adventure, Comedy, Shounen	Special	1	7.16
Chibi Maruko-chan Movie	Comedy, School, Shoujo	Movie	1	7.41
Kyoukai no Kanata Movie: I&#039;ll Be Here - Mirai-hen	Fantasy, Slice of Life, Supernatural	Movie	1	8.35
Jinzou Ningen Kikaider The Animation	Action, Drama, Mecha, Sci-Fi, Shounen	TV	13	7.09
Ore no Imouto ga Konnani Kawaii Wake ga Nai	Comedy, Seinen, Slice of Life	TV	12	7.49
Kino no Tabi: The Beautiful World	Action, Adventure, Slice of Life	TV	13	8.46
Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!	Action, Comedy, Shounen	Special	1	7.33
Hagure Yuusha no Aesthetica	Action, Ecchi, Fantasy, Super Power	TV	12	7.25
Keroro Gunsou Movie 1	Comedy, Kids, Sci-Fi, Shounen	Movie	1	7.45
Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikoma na Hibi	Comedy, Mecha, Sci-Fi	Special	26	7.37
Bishoujo Senshi Sailor Moon Crystal Season III	Demons, Magic, Romance, Shoujo	TV	13	7.83
Mahoujin Guru Guru	Adventure, Comedy, Fantasy, Magic, Shounen	TV	45	7.75
Tekken Chinmi	Action, Adventure, Historical, Martial Arts, Shounen	TV	20	7.43
Lucky Star	Comedy, Parody, School, Slice of Life	TV	24	7.87
Nisekoi	Comedy, Harem, Romance, School, Shounen	TV	20	7.91
Grander Musashi RV	Adventure, Sports	TV	39	7.27
Kimi ni Todoke 2nd Season	Romance, School, Shoujo, Slice of Life	TV	12	8.17
Mugen no Ryvius	Drama, Mecha, Military, Psychological, Sci-Fi, Space	TV	26	7.59
Initial D: Project D to the Next Stage - Project D e Mukete	Action, Cars, Drama, Seinen, Sports	Special	1	7.69
Toaru Hikuushi e no Koiuta	Adventure, Drama, Romance	TV	13	7.24
Higepiyo	Comedy	TV	39	7.22
Shuffle!	Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School, Seinen	TV	24	7.31
Koisuru Tenshi Angelique: Kokoro no Mezameru Toki	Adventure, Comedy, Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo	TV	13	7.03
Shikabane Hime: Kuro Special	Action, Adventure, Drama, Horror, Supernatural	Special	1	7.12
Tegamibachi Gakuen	Comedy	Special	25	7.44
Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome	Comedy, Ecchi, Kids, School, Shounen, Slice of Life	Movie	1	7.38
Break Blade 1: Kakusei no Toki	Action, Fantasy, Mecha, Military, Shounen	Movie	1	7.79
Slayers Evolution-R	Adventure, Comedy, Fantasy	TV	13	7.52
Ristorante Paradiso	Drama, Josei, Romance, Slice of Life	TV	11	7.48
Battle Spirits: Brave	Action, Shounen	TV	50	7.15
Digimon Tamers	Adventure, Comedy, Drama, Fantasy, Shounen	TV	51	7.65
Fate/stay night Movie: Unlimited Blade Works	Action, Fantasy, Magic, Supernatural	Movie	1	7.58
Toradora!: Bentou no Gokui	Comedy, Romance, School, Slice of Life	Special	1	7.54
HeatGuy J Special	Action, Adventure, Mecha, Police, Sci-Fi	Special	1	7.3
Rockman.EXE	Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen	TV	56	7.06
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou	Comedy, Ecchi, Fantasy, Harem, Magic, Romance	TV	13	7.36
Sora no Otoshimono: Forte	Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural	TV	12	7.86
Les Misarables: Shoujo Cosette	Drama, Historical, Shoujo, Slice of Life	TV	52	7.99
Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai	Romance, School	Movie	1	7.47
Lupin III: Twilight Gemini no Himitsu	Action, Adventure, Comedy, Shounen	Special	1	7.17
Madang-Eul Naon Amtalg	Adventure, Drama, Fantasy, Kids	Movie	1	7.97
Fate/kaleid liner Prisma Illya 2wei Herz!	Action, Comedy, Fantasy, Magic, Slice of Life	TV	10	7.39
Ghost in the Shell	Action, Mecha, Police, Psychological, Sci-Fi, Seinen	Movie	1	8.34
Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars	Drama, Mecha, Military, Sci-Fi, Space	Movie	1	7.37
Saint Seiya: Shinku no Shounen Densetsu	Adventure, Fantasy, Sci-Fi, Shounen	Movie	1	7.42
Fullmetal Alchemist: The Sacred Star of Milos Specials	Comedy, Fantasy, Magic	ONA	4	7.27
Hime-chan no Ribbon	Comedy, Fantasy, Magic, Romance, School, Shoujo	TV	61	7.54
Jinrui wa Suitai Shimashita Specials	Comedy, Fantasy, Seinen	Special	6	7.31
Rumiko Takahashi Anthology	Comedy, Drama, Romance, Shounen, Slice of Life, Supernatural	TV	13	7.39
Seirei Tsukai no Blade Dance	Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Supernatural	TV	12	7.15
Casshern Sins	Action, Adventure, Drama, Psychological, Sci-Fi	TV	24	7.61
Yuugo: Koushounin	Action, Drama, Military, Mystery, Psychological, Seinen	TV	13	7.24
Patalliro!	Adventure, Comedy, Romance, Shoujo, Shounen Ai	TV	49	7.63
Mahou Shoujo Lyrical Nanoha	Action, Comedy, Drama, Magic, Super Power	TV	13	7.52
Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi	Adventure, Fantasy, Kids, Shounen	Movie	1	7.41
Tekkon Kinkreet	Action, Adventure, Psychological, Supernatural	Movie	1	8.11
Ganbarist! Shun	Comedy, Shounen, Sports	TV	30	7.43
Fushigi no Umi no Nadia	Adventure, Comedy, Historical, Romance, Sci-Fi	TV	39	7.65
Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu	Comedy, Parody, School	Special	1	7.52
Kannagi	Comedy, School, Shounen, Supernatural	TV	13	7.43
Detective Conan Movie 04: Captured in Her Eyes	Adventure, Comedy, Mystery, Police, Shounen	Movie	1	8.16
Senkaiden Houshin Engi	Adventure, Fantasy, Historical, Magic, Shounen, Supernatural	TV	26	7.28
Dimension W: W no Tobira Online	Sci-Fi, Seinen	Special	Unknown	7.4
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi	Action, Comedy, Historical, Mecha, Parody, Samurai, Sci-Fi, Shounen	Special	1	8.13
Gakuen Alice	Comedy, Magic, School, Shoujo	TV	26	7.8
Orange	Drama, Romance, School, Sci-Fi, Shoujo	TV	13	7.78
Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!	Action, Adventure, Comedy, Fantasy	Special	1	7.14
Slayers Revolution	Adventure, Comedy, Fantasy	TV	13	7.37
Heisei Inu Monogatari Bow	Adventure, Comedy	TV	40	7.05
Baka to Test to Shoukanjuu	Comedy, Romance, School, Super Power	TV	13	7.83
.hack//Sign	Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi	TV	26	7.14
Ginga Tetsudou 999 (Movie)	Adventure, Drama, Fantasy, Sci-Fi, Space	Movie	1	7.76
Mama wa Shougaku 4 Nensei	Comedy, Drama, Sci-Fi	TV	51	7.31
Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle	Comedy, Ecchi, Kids, School, Shounen, Slice of Life	Movie	1	7.21
Asura Cryin&#039;	Action, Mecha, Supernatural	TV	13	7.1
Detective Conan Movie 19: The Hellfire Sunflowers	Action, Mystery, Police, Shounen	Movie	1	7.77
Yowamushi Pedal	Comedy, Drama, Shounen, Sports	TV	38	8.16
Seikai no Senki	Action, Military, Romance, Sci-Fi, Space	TV	13	7.86
Arabian Nights: Sindbad no Bouken (TV)	Adventure, Fantasy, Magic, Romance	TV	52	7.26
Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen	Comedy, Ecchi, Kids, School, Shounen, Slice of Life	Movie	1	7.07
Gakuen Utopia Manabi Straight! Special	Comedy, School, Sci-Fi, Slice of Life	Special	1	7.24
Slayers Return	Adventure, Comedy, Fantasy, Magic, Shounen	Movie	1	7.42
Zoku Sayonara Zetsubou Sensei	Comedy, Parody, School	TV	13	8.03
The Big O	Action, Mecha, Mystery, Psychological, Sci-Fi	TV	26	7.57
Denpa Onna to Seishun Otoko Special	Comedy, Sci-Fi, Seinen	Special	1	7.41
Baby Steps 2nd Season	Romance, School, Shounen, Sports	TV	25	8.2
Kanamemo	Comedy, Ecchi, Shoujo Ai, Slice of Life	TV	13	7.01
Uchuu Senkan Yamato: Kanketsu-hen	Action, Adventure, Drama, Military, Sci-Fi, Space	Movie	1	7.11
Kekkai Sensen	Action, Fantasy, Shounen, Super Power, Supernatural, Vampire	TV	12	7.74
Minami-ke Tadaima	Comedy, School, Slice of Life	TV	13	7.78
Kenran Butou Sai: The Mars Daybreak	Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen	TV	26	7.27
Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou	Comedy, Drama, School, Shounen, Sports	TV	10	9.15
InuYasha: Tenka Hadou no Ken	Adventure, Comedy, Demons, Drama, Fantasy, Historical, Romance, Shounen, Supernatural	Movie	1	7.89
Ajin Part 2: Shoutotsu	Action, Horror, Mystery, Seinen, Supernatural	Movie	1	7.51
Cardfight!! Vanguard G: Stride Gate-hen	Action, Game, Shounen	TV	24	7.14
Honoo no Alpenrose: Judy &amp; Randy	Drama, Historical, Romance, Shoujo	TV	20	7.09
Bakuman. 2nd Season	Comedy, Drama, Romance, Shounen	TV	25	8.53
Bakuman. 2nd Season Special	Comedy	Special	1	7.02
Mahou Sensei Negima!	Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural	TV	26	7.11
B&#039;T X	Adventure, Mecha, Sci-Fi, Shounen	TV	25	7.17
Kyoukai no Kanata: Shinonome	Fantasy, Slice of Life, Supernatural	Special	1	7.78
Daisetsusan no Yuusha Kibaou	Adventure, Drama	Special	1	7.13
Ojamajo Doremi	Comedy, Magic	TV	51	7.19
Servamp	Action, Comedy, Drama, Josei, Supernatural, Vampire	TV	12	7.12
Shakugan no Shana S Specials	Comedy, Parody	Special	4	7.02
Inu x Boku SS	Comedy, Romance, Shounen, Supernatural	TV	12	7.69
Yondemasu yo, Azazel-san. (TV)	Comedy, Demons, Supernatural	TV	13	7.64
Cat Shit One	Action, Fantasy, Military	ONA	1	7.22
Shoubushi Densetsu Tetsuya	Game, Historical, Shounen	TV	20	7.62
Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin	Adventure, Comedy, Fantasy, Sci-Fi, Shounen	Movie	1	7.14
Kurenai no Buta	Action, Adventure, Comedy, Drama, Historical, Military, Romance	Movie	1	8.03
Captain Tsubasa: Road to 2002	Action, Shounen, Sports	TV	52	7.45
Tiger &amp; Bunny	Action, Comedy, Mystery, Super Power	TV	25	8.12
Netoge no Yome wa Onnanoko ja Nai to Omotta?	Comedy, Ecchi, Game, Romance, School	TV	12	7.17
Mitsudomoe Zouryouchuu!	Comedy, School, Slice of Life	TV	8	7.82
Battle Athletess Daiundoukai (TV)	Action, Adventure, Comedy, Drama, School, Sci-Fi, Shounen, Sports	TV	26	7.02
Ro-Kyu-Bu! SS	Comedy, Ecchi, School, Sports	TV	12	7.3
Bokura wa Minna Kawaisou: Hajimete no	Comedy, Romance, School, Slice of Life	Special	1	7.76
Hakkenden: Touhou Hakken Ibun 2nd Season	Action, Fantasy, Shoujo, Supernatural	TV	13	7.82
Doraemon: Nobita&#039;s the Night Before a Wedding	Fantasy	Movie	1	7.38
Uchuu Senkan Yamato III	Action, Adventure, Drama, Military, Sci-Fi, Space	TV	25	7.33
Full Metal Panic!	Action, Comedy, Mecha, Military, Sci-Fi	TV	24	7.81
Concrete Revolutio: Choujin Gensou - The Last Song	Action, Demons, Drama, Fantasy, Mystery, Sci-Fi, Super Power, Supernatural	TV	11	7.23
Otona Joshi no Anime Time	Drama, Josei, Slice of Life	Special	4	7.52
Kidou Tenshi Angelic Layer	Comedy, Drama, Sci-Fi, Shounen, Sports	TV	26	7.32
Jormungand: Perfect Order	Action, Adventure, Seinen	TV	12	8.04
Hetalia: The World Twinkle Specials	Comedy, Historical, Parody	Special	3	7.5
Chuunibyou demo Koi ga Shitai! Lite	Comedy, School	ONA	6	7.32
Street Fighter II: The Movie	Action, Martial Arts, Shounen	Movie	1	7.29
Shijou Saikyou no Deshi Kenichi Specials	Action, Comedy, Martial Arts, School, Shounen	Special	4	7.35
Gunslinger Girl	Action, Drama, Military, Psychological, Sci-Fi	TV	13	7.55
Days (TV)	School, Shounen, Sports	TV	24	7.09
Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV)	Comedy, Mecha, Sci-Fi	TV	12	7.5
Hakkenden: Touhou Hakken Ibun	Action, Fantasy, Shoujo, Supernatural	TV	13	7.57
Ryuugajou Nanana no Maizoukin (TV)	Comedy, Supernatural	TV	11	7.33
Free!: Eternal Summer Special	Comedy, School, Slice of Life	Special	1	8.23
Durarara!!x2 Ketsu	Action, Mystery, Supernatural	TV	12	8.23
Kuroko no Basket: Tip Off	Comedy, School, Shounen, Sports	Special	1	8.07
Final Fantasy VII: Advent Children - Venice Film Festival Footage	Action, Drama, Fantasy, Sci-Fi	Movie	1	7.7
Zan Sayonara Zetsubou Sensei	Comedy, Parody, School	TV	13	8.01
School Rumble Ni Gakki	Comedy, Romance, School, Shounen	TV	26	8.15
Danball Senki Wars	Action, Kids, Mecha	TV	37	7.36
Owari no Seraph: Nagoya Kessen-hen - Owaranai Seraph - Nagoya Kessen-hen	Comedy, Parody, Shounen	Special	4	7.36
Myself; Yourself	Drama, Romance, School	TV	13	7.41
Freezing	Action, Drama, Ecchi, Harem, Martial Arts, Romance, Sci-Fi, Seinen	TV	12	7.2
Busou Renkin	Action, Comedy, Fantasy, School, Shounen, Supernatural	TV	26	7.51
Slam Dunk	Comedy, Drama, School, Shounen, Sports	TV	101	8.56
Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen	Drama, Historical, Kids, Romance, Samurai	Movie	1	7.48
Baka to Test to Shoukanjuu Ni!	Comedy, Romance, School, Super Power	TV	13	7.98
Utawarerumono: Itsuwari no Kamen	Action, Drama, Fantasy	TV	25	7.35
Lupin III: Part III	Action, Adventure, Comedy, Shounen	TV	50	7.5
Slayers	Adventure, Comedy, Demons, Fantasy, Magic	TV	26	7.87
Nagi no Asukara	Drama, Fantasy, Romance	TV	26	8.32
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi	Adventure, Comedy, Fantasy, Kids, Shounen	Movie	1	7.73
Rain Town	Drama	ONA	1	7.38
Evangelion: 2.0 You Can (Not) Advance	Action, Mecha, Sci-Fi	Movie	1	8.53
Carnival Phantasm: Illya-jou	Comedy, Parody	Special	1	7.07
Saiunkoku Monogatari 2nd Season	Adventure, Comedy, Drama, Fantasy, Historical, Romance	TV	39	8.2
Young Black Jack	Drama, Historical, Seinen	TV	12	7.32
Kuroko no Basket Movie 3: Winter Cup Soushuuhen - Tobira no Mukou	Comedy, Shounen, Sports	Movie	1	7.38
Dr. Slump	Comedy, Sci-Fi, Shounen, Slice of Life	TV	74	7.11
Plastic Memories	Drama, Romance, Sci-Fi	TV	13	7.95
High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video	Comedy, Ecchi	Special	6	7.37
Uchuu Patrol Luluco	Action, Adventure, Comedy, Space	TV	13	7.7
Macross Plus Movie Edition	Action, Adventure, Mecha, Military, Romance, Sci-Fi, Space	Movie	1	7.82
Uchuu Kyoudai: Number Zero	Comedy, Sci-Fi, Seinen, Slice of Life, Space	Movie	1	7.22
Hello! Lady Lynn	Drama	TV	36	7.85
Galaxy Angel Z Special	Comedy, Sci-Fi	Special	1	7.13
Muumin	Adventure, Comedy, Fantasy, Slice of Life	TV	65	7.1
Kazemakase Tsukikage Ran	Adventure, Comedy, Historical, Martial Arts, Samurai	TV	13	7.18
One Piece: Mezase! Kaizoku Yakyuu Ou	Comedy, Fantasy, Shounen, Sports	Movie	1	7.2
Ranma: Kessen Tougenkyou! Hanayome wo Torimodose!	Adventure, Comedy, Shounen	Movie	1	7.52
Osomatsu-san Special	Comedy, Parody	Special	1	7.59
Persona 3 the Movie 3: Falling Down	Action, Fantasy, Seinen, Supernatural	Movie	1	7.74
Trinity Blood	Action, Supernatural, Vampire	TV	24	7.44
Precure All Stars Movie New Stage: Mirai no Tomodachi	Fantasy, Magic, Shoujo	Movie	1	7.21
Magic Kaito 1412	Adventure, Comedy, Romance, Shounen	TV	24	7.95
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A&#039;s	Action, Comedy, Drama, Magic, Super Power	Movie	1	8.34
Captain Harlock	Action, Drama, Sci-Fi, Space	Movie	1	7.56
Ojamajo Doremi Sharp	Comedy, Magic, Shoujo	TV	49	7.32
Cuticle Tantei Inaba	Action, Comedy, Mystery, Shounen, Supernatural	TV	12	7.45
Ginga Nagareboshi Gin	Action, Adventure, Drama, Shounen	TV	21	8.14
Tegamibachi: Hikari to Ao no Gensou Yawa	Adventure, Fantasy, Shounen, Slice of Life, Supernatural	Special	1	7.55
Uchuu Kaizoku Captain Harlock	Action, Adventure, Drama, Sci-Fi, Seinen, Space	TV	42	7.87
Kuroshitsuji Special	Comedy, Demons, Parody	Special	1	7.69
Momo e no Tegami	Drama, Supernatural	Movie	1	7.78
Lupin III: Episode 0 &quot;First Contact&quot;	Action, Adventure, Comedy, Mystery, Shounen	Special	1	7.78
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke	Shounen, Supernatural	TV	12	7.69
Working!!!	Comedy, Romance, Slice of Life	TV	13	8.18
Ghost in the Shell: Stand Alone Complex - The Laughing Man - Tachikoma no Hibi	Comedy, Mecha, Sci-Fi	Special	1	7.11
Mobile Suit Gundam 00	Action, Drama, Mecha, Military, Sci-Fi, Space	TV	25	8.24
Ghost in the Shell: Stand Alone Complex	Action, Mecha, Military, Police, Sci-Fi, Seinen	TV	26	8.47
Kimagure Orange Road: Ano Hi ni Kaeritai	Comedy, Drama, Romance, Shounen, Slice of Life	Movie	1	7.81
Kara no Kyoukai: Mirai Fukuin	Drama, Mystery, Seinen, Supernatural	Movie	1	8.13
Suzumiya Haruhi-chan no Yuuutsu	Comedy, Parody	ONA	25	7.63
Kimi to Boku	Drama, Slice of Life	ONA	1	7.3
Rekka no Honoo: Final Burning	Action, Adventure, Magic, Martial Arts, School, Sci-Fi, Super Power	Special	1	7.22
Ghost in the Shell: Nyuumon Arise	Comedy	TV	26	7.37
Lost Universe	Adventure, Comedy, Drama, Sci-Fi, Shounen, Space	TV	26	7.1
City Hunter	Action, Comedy, Mystery, Shounen	TV	51	8
Toaru Majutsu no Index-tan II	Comedy, Parody	Special	2	7.14
Doraemon: 2112-nen Doraemon Tanjou	Comedy, Fantasy, Kids	Movie	1	7.39
IS: Infinite Stratos 2 - Infinite Wedding		Special	1	7.15
Lupin III: Part II	Action, Adventure, Comedy, Shounen	TV	155	7.93
Sayonara Zetsubou Sensei Special	Comedy, Mystery, Parody	Special	1	7.63
Romeo x Juliet	Drama, Fantasy, Historical, Romance	TV	24	7.85
Nisekoi:	Comedy, Harem, Romance, School, Shounen	TV	12	7.5
Sanzoku no Musume Ronja	Adventure	TV	26	7.25
Grappler Baki (TV)	Shounen, Sports	TV	24	7.41
Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!	Comedy, Kids, Supernatural	Movie	1	7.48
Paprika	Fantasy, Horror, Mystery, Psychological, Sci-Fi, Thriller	Movie	1	8.15
Ginban Kaleidoscope	Drama, Romance, Sports	TV	12	7.48
Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.	Action, Music, Sci-Fi	TV	13	7.46
Neo Angelique Abyss	Comedy, Fantasy, Harem, Romance, Shoujo	TV	13	7.01
Andersen Douwa: Ningyohime	Fantasy, Romance, Shoujo	Movie	1	7.3
Tokimeki Memorial: Only Love	Comedy, Harem, Romance, School	TV	25	7.2
Happiness Charge PreCure! Movie: Ningyou no Kuni no Ballerina	Fantasy, Kids, Magic, Shoujo	Movie	1	7.18
Carnival Phantasm: HibiChika Special	Comedy, Supernatural	Special	1	7.48
Etotama	Action, Comedy, Fantasy	TV	12	7.04
One Piece Film: Gold Episode 0 - 711 ver.	Action, Adventure, Comedy, Fantasy, Shounen, Super Power	Special	1	7.04
Tamayura: Sotsugyou Shashin Part 1 - Kizashi	Comedy, Drama, Slice of Life	Movie	1	7.69
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu	Action, Comedy, Shounen, Super Power, Supernatural	Movie	1	7.66
Appleseed Alpha	Action, Adventure, Mecha, Military, Police, Sci-Fi	Movie	1	7.22
Tiger Mask	Action, Drama, Shounen, Sports	TV	105	7.38
Highschool of the Dead	Action, Ecchi, Horror, Supernatural	TV	12	7.46
Doraemon Movie 04: Nobita no Kaitei Kiganjou	Fantasy	Movie	1	7.33
Huyao Xiao Hongniang: Yue Hong	Comedy, Romance	ONA	13	7.87
Gudetama	Comedy, Kids	TV	Unknown	7.36
Hime Chen! Otogi Chikku Idol Lilpri	Magic, Shoujo	TV	51	7.18
Digimon Tamers: Boukensha-tachi no Tatakai	Adventure, Drama, Sci-Fi, Shounen	Movie	1	7.1
Shinmai Maou no Testament Burst	Action, Demons, Ecchi, Fantasy, Harem, Romance	TV	10	7.13
Psycho-Pass	Action, Police, Psychological, Sci-Fi	TV	22	8.5
Cowboy Bebop: Tengoku no Tobira	Action, Drama, Mystery, Sci-Fi, Space	Movie	1	8.4
Kamisama Hajimemashita	Comedy, Demons, Fantasy, Romance, Shoujo, Supernatural	TV	13	8.13
Sentou Mecha Xabungle	Mecha, Military, Sci-Fi, Shounen	TV	50	7.51
Tamayura: Hitotose	Comedy, Drama, Slice of Life	TV	12	7.32
One Piece Movie 7: Karakuri-jou no Mecha Kyohei	Adventure, Comedy, Fantasy, Shounen	Movie	1	7.46
Tales of the Abyss	Adventure, Drama, Fantasy	TV	26	7.47
Selector Infected WIXOSS	Game, Psychological	TV	12	7.41
MAR	Action, Adventure, Comedy, Fantasy, Shounen	TV	102	7.42
Hakaima Sadamitsu	Action, Mecha, School, Sci-Fi, Seinen	TV	10	7.05
Uchuu Senkan Yamato: Fukkatsu-hen	Action, Adventure, Drama, Military, Space	Movie	1	7.19
Ichigo 100% Special 2	Comedy, Ecchi, Romance, Shounen	Special	1	7.01
Black Lagoon	Action, Seinen	TV	12	8.17
Soredemo Sekai wa Utsukushii	Adventure, Fantasy, Romance, Shoujo	TV	12	7.8
Ani*Kuri15	Adventure, Comedy, Drama, Fantasy, Game, Magic, Martial Arts, Mecha, School, Sci-Fi, Slice of Life, Super Power, Supernatural	Special	15	7.02
Flip Flappers	Comedy, Sci-Fi	TV	13	7.73
Shouwa Monogatari	Drama, Historical	TV	13	7.06
Mobile Suit Gundam Seed	Action, Drama, Mecha, Military, Romance, Sci-Fi, Space	TV	50	7.93
Gokusen	Comedy, Drama, Josei, School, Slice of Life	TV	13	7.48
Dimension W	Action, Sci-Fi, Seinen	TV	12	7.36
Kizumonogatari I: Tekketsu-hen	Mystery, Supernatural, Vampire	Movie	1	8.45
Papa to Odorou	Comedy	TV	16	7.14
Deadman Wonderland	Action, Horror, Sci-Fi	TV	12	7.48
Haha wo Tazunete Sanzenri	Adventure, Drama, Historical, Slice of Life	TV	52	7.39
Fresh Precure!	Action, Comedy, Fantasy, Magic, Shoujo, Slice of Life	TV	50	7.45
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.	Comedy, Ecchi, Fantasy, Romance	TV	12	7.07
Hidamari Sketch x  Specials	Comedy, School, Slice of Life	Special	2	7.94
Naruto: Shippuuden Movie 5 - Blood Prison	Action, Adventure, Martial Arts, Mystery, Shounen, Super Power	Movie	1	7.62
Angel Heart	Action, Drama, Mystery, Romance, Seinen	TV	50	7.38
